Run,#Features,#NodesExplored,#TotalIterationsExecuted,#TotalNodes,Algorithm,AlgorithmSteps,Configuration,ExecutionTime,Reward,StoppingCondition,ValidConfiguration
3,61,72,122,122,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",61,"['Glucose-python-sat', 'System', 'ErrorDetection', 'Packages', 'MiniSAT', 'MiniSAT-umo', 'umo', 'ValidConfiguration', 'ValidProduct', 'pydepqbf', 'Lingeling-satispy', 'PicoSAT-pyPicosat', 'Utils', 'ErrorDiagnosis', 'ParserTechnology', 'pkg-resources', 'satispy', 'Glucose-pyglucose', 'six', 'SimpleParse', 'Metamodels', 'ebnf', 'antlr4-python3-runtime', 'wheel', 'DecisionModel', 'Linux', 'CoreFeatures', 'setuptools', 'Lingeling-pylgl', 'pybind11', 'FeatureModel', 'AAFMFramework', 'Lingeling-python-sat', 'pipdeptree', 'pycosat', 'Glucose', 'SPLOT', 'pyglucose', 'AutomatedReasoning', 'FeatureIDE', 'MiniSAT-python-sat', 'Solvers', 'pip', 'satyrn', 'DeadFeatures', 'PicoSAT', 'lark-parser', 'pylgl', 'ValidModel', 'UVL', 'AllProducts', 'CNFModel', 'PicoSAT-pycosat', 'MiniSAT-satispy', 'python-sat', 'Operations', 'Interoperability', 'DepMng', 'APISolvers', 'Lingeling', 'pyPicosat']",0.6014237403869629,4,1,True
4,62,68,124,122,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['AAFMFramework', 'DepMng', 'six', 'python-sat', 'pipdeptree', 'ErrorDetection', 'SimpleParse', 'Lingeling', 'CoreFeatures', 'ValidConfiguration', 'umo', 'Operations', 'PicoSAT-pyPicosat', 'APISolvers', 'Lingeling-pylgl', 'Lingeling-python-sat', 'ebnf', 'AllProducts', 'Packages', 'antlr4-python3-runtime', 'CNFModel', 'satispy', 'pylgl', 'MiniSAT-python-sat', 'pyglucose', 'pybind11', 'Interoperability', 'lark-parser', 'Metamodels', 'AutomatedReasoning', 'pycosat', 'UVL', 'System', 'Solvers', 'ParserTechnology', 'PicoSAT-pycosat', 'SPLOT', 'pycryptosat', 'Glucose', 'FeatureModel', 'FeatureIDE', 'ValidModel', 'Utils', 'wheel', 'DecisionModel', 'pip', 'MiniSAT', 'satyrn', 'Glucose-pyglucose', 'pkg-resources', 'pyPicosat', 'Glucose-python-sat', 'setuptools', 'Win', 'ErrorDiagnosis', 'MiniSAT-satispy', 'PicoSAT', 'DeadFeatures', 'pydepqbf', 'Lingeling-satispy', 'ValidProduct', 'MiniSAT-umo']",0.5464906692504883,-1,1,False
5,27,38,54,53,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",27,"['System', 'DepMng', 'FeatureModel', 'Packages', 'pip', 'Utils', 'pybind11', 'setuptools', 'Metamodels', 'antlr4-python3-runtime', 'ParserTechnology', 'pycryptosat', 'SimpleParse', 'pylgl', 'pkg-resources', 'pydepqbf', 'Linux', 'pipdeptree', 'ebnf', 'wheel', 'umo', 'six', 'pyglucose', 'lark-parser', 'APISolvers', 'AAFMFramework', 'DecisionModel']",0.3105752468109131,36,1,True
6,60,75,120,119,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",60,"['PicoSAT', 'pipdeptree', 'DepMng', 'DeadFeatures', 'pycryptosat', 'pylgl', 'Solvers', 'ErrorDetection', 'pybind11', 'CNFModel', 'APISolvers', 'six', 'FeatureIDE', 'pkg-resources', 'Lingeling-satispy', 'Interoperability', 'wheel', 'python-sat', 'AllProducts', 'MiniSAT', 'Lingeling-python-sat', 'pycosat', 'pyglucose', 'satyrn', 'MiniSAT-satispy', 'Glucose-pyglucose', 'pydepqbf', 'MiniSAT-python-sat', 'System', 'AutomatedReasoning', 'Linux', 'ValidConfiguration', 'Metamodels', 'ParserTechnology', 'lark-parser', 'PicoSAT-pyPicosat', 'ValidProduct', 'Operations', 'UVL', 'satispy', 'Lingeling', 'ErrorDiagnosis', 'Lingeling-pylgl', 'umo', 'CoreFeatures', 'SPLOT', 'DecisionModel', 'MiniSAT-umo', 'Glucose', 'ValidModel', 'pyPicosat', 'antlr4-python3-runtime', 'FeatureModel', 'ebnf', 'pip', 'Packages', 'PicoSAT-pycosat', 'setuptools', 'AAFMFramework', 'Utils']",0.5463271141052246,6,1,True
7,7,8,14,13,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",7,"['AAFMFramework', 'Win', 'Metamodels', 'FeatureModel', 'CNFModel', 'DecisionModel', 'System']",0.07895493507385254,-1,1,True
8,62,69,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['Interoperability', 'pipdeptree', 'antlr4-python3-runtime', 'satyrn', 'pylgl', 'APISolvers', 'Lingeling-pylgl', 'ParserTechnology', 'PicoSAT', 'pip', 'PicoSAT-pycosat', 'FeatureModel', 'Lingeling-satispy', 'satispy', 'MiniSAT-umo', 'python-sat', 'pycryptosat', 'Metamodels', 'Utils', 'Lingeling', 'lark-parser', 'SPLOT', 'wheel', 'six', 'umo', 'Operations', 'ErrorDetection', 'PicoSAT-pyPicosat', 'ErrorDiagnosis', 'MiniSAT-python-sat', 'DeadFeatures', 'AllProducts', 'pyglucose', 'Glucose-python-sat', 'Solvers', 'pkg-resources', 'Packages', 'System', 'ebnf', 'AAFMFramework', 'ValidProduct', 'pydepqbf', 'pycosat', 'AutomatedReasoning', 'DecisionModel', 'pyPicosat', 'CoreFeatures', 'SimpleParse', 'setuptools', 'MiniSAT-satispy', 'pybind11', 'FeatureIDE', 'UVL', 'Glucose-pyglucose', 'Win', 'CNFModel', 'ValidConfiguration', 'Lingeling-python-sat', 'DepMng', 'ValidModel', 'Glucose', 'MiniSAT']",0.6146714687347412,-1,1,False
9,62,71,124,122,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['FeatureIDE', 'Lingeling-satispy', 'Win', 'ErrorDetection', 'System', 'MiniSAT', 'Lingeling-python-sat', 'Lingeling', 'lark-parser', 'Utils', 'satyrn', 'ErrorDiagnosis', 'pylgl', 'wheel', 'pyglucose', 'python-sat', 'ebnf', 'pybind11', 'pyPicosat', 'MiniSAT-python-sat', 'pycosat', 'Operations', 'PicoSAT-pyPicosat', 'Glucose-pyglucose', 'ParserTechnology', 'APISolvers', 'PicoSAT', 'ValidModel', 'DecisionModel', 'DeadFeatures', 'ValidProduct', 'pkg-resources', 'six', 'pipdeptree', 'MiniSAT-umo', 'pip', 'Glucose-python-sat', 'AllProducts', 'Interoperability', 'pydepqbf', 'SPLOT', 'setuptools', 'antlr4-python3-runtime', 'ValidConfiguration', 'SimpleParse', 'pycryptosat', 'Lingeling-pylgl', 'Metamodels', 'CNFModel', 'Solvers', 'Glucose', 'MiniSAT-satispy', 'AutomatedReasoning', 'satispy', 'FeatureModel', 'DepMng', 'Packages', 'UVL', 'CoreFeatures', 'umo', 'PicoSAT-pycosat', 'AAFMFramework']",0.5572512149810791,-1,1,False
10,62,71,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['Lingeling-python-sat', 'pybind11', 'PicoSAT-pyPicosat', 'Lingeling-satispy', 'pyPicosat', 'ValidModel', 'CoreFeatures', 'ebnf', 'APISolvers', 'DepMng', 'Lingeling-pylgl', 'satyrn', 'AutomatedReasoning', 'Lingeling', 'PicoSAT-pycosat', 'pyglucose', 'Glucose-python-sat', 'System', 'MiniSAT', 'DecisionModel', 'lark-parser', 'Glucose-pyglucose', 'Metamodels', 'Packages', 'wheel', 'CNFModel', 'Interoperability', 'Utils', 'Solvers', 'pylgl', 'MiniSAT-python-sat', 'ErrorDiagnosis', 'SPLOT', 'UVL', 'pycryptosat', 'MiniSAT-satispy', 'satispy', 'antlr4-python3-runtime', 'SimpleParse', 'PicoSAT', 'python-sat', 'setuptools', 'AllProducts', 'pipdeptree', 'pycosat', 'pkg-resources', 'Win', 'FeatureIDE', 'FeatureModel', 'AAFMFramework', 'DeadFeatures', 'MiniSAT-umo', 'Glucose', 'ValidProduct', 'pip', 'pydepqbf', 'ParserTechnology', 'umo', 'six', 'ErrorDetection', 'ValidConfiguration', 'Operations']",0.6220474243164062,-1,1,False
11,58,78,116,117,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",58,"['lark-parser', 'SimpleParse', 'MiniSAT-satispy', 'UVL', 'Metamodels', 'AutomatedReasoning', 'ValidConfiguration', 'ErrorDiagnosis', 'wheel', 'APISolvers', 'FeatureIDE', 'DeadFeatures', 'ebnf', 'CoreFeatures', 'pkg-resources', 'satyrn', 'Linux', 'setuptools', 'FeatureModel', 'pyPicosat', 'python-sat', 'Glucose', 'six', 'MiniSAT-umo', 'umo', 'MiniSAT', 'pybind11', 'PicoSAT-pycosat', 'Packages', 'pylgl', 'SPLOT', 'satispy', 'Solvers', 'ValidProduct', 'PicoSAT', 'Lingeling', 'System', 'Operations', 'pycryptosat', 'antlr4-python3-runtime', 'CNFModel', 'PicoSAT-pyPicosat', 'DecisionModel', 'pycosat', 'ParserTechnology', 'pyglucose', 'Interoperability', 'AllProducts', 'Glucose-pyglucose', 'pydepqbf', 'pipdeptree', 'ValidModel', 'pip', 'Lingeling-pylgl', 'DepMng', 'AAFMFramework', 'Utils', 'ErrorDetection']",0.5329649448394775,10,1,True
12,62,78,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['MiniSAT-umo', 'System', 'MiniSAT', 'PicoSAT', 'ebnf', 'Glucose-pyglucose', 'Solvers', 'ValidProduct', 'Interoperability', 'Linux', 'FeatureIDE', 'six', 'pydepqbf', 'umo', 'DepMng', 'Operations', 'DeadFeatures', 'satispy', 'ParserTechnology', 'pyPicosat', 'pipdeptree', 'AutomatedReasoning', 'AllProducts', 'pkg-resources', 'MiniSAT-python-sat', 'satyrn', 'ValidModel', 'Lingeling-satispy', 'Lingeling-python-sat', 'DecisionModel', 'Utils', 'ErrorDiagnosis', 'Lingeling-pylgl', 'ValidConfiguration', 'Packages', 'pylgl', 'pip', 'pycryptosat', 'Metamodels', 'Glucose-python-sat', 'ErrorDetection', 'PicoSAT-pyPicosat', 'SimpleParse', 'FeatureModel', 'Glucose', 'CNFModel', 'pybind11', 'SPLOT', 'APISolvers', 'MiniSAT-satispy', 'wheel', 'antlr4-python3-runtime', 'PicoSAT-pycosat', 'pycosat', 'Lingeling', 'pyglucose', 'python-sat', 'setuptools', 'CoreFeatures', 'AAFMFramework', 'lark-parser', 'UVL']",0.6118278503417969,2,1,True
13,60,76,120,119,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",60,"['six', 'SPLOT', 'pycosat', 'pyglucose', 'Utils', 'FeatureModel', 'satispy', 'PicoSAT-pyPicosat', 'ErrorDiagnosis', 'pylgl', 'System', 'ValidProduct', 'Interoperability', 'satyrn', 'Metamodels', 'CNFModel', 'Lingeling-python-sat', 'Lingeling-pylgl', 'Solvers', 'MiniSAT', 'Operations', 'antlr4-python3-runtime', 'wheel', 'PicoSAT-pycosat', 'ValidConfiguration', 'setuptools', 'lark-parser', 'Linux', 'ebnf', 'MiniSAT-satispy', 'Lingeling-satispy', 'Glucose', 'UVL', 'AutomatedReasoning', 'pip', 'AAFMFramework', 'pyPicosat', 'FeatureIDE', 'python-sat', 'Glucose-python-sat', 'MiniSAT-python-sat', 'Glucose-pyglucose', 'APISolvers', 'DecisionModel', 'umo', 'DeadFeatures', 'Packages', 'DepMng', 'Lingeling', 'pydepqbf', 'PicoSAT', 'pybind11', 'pycryptosat', 'ParserTechnology', 'SimpleParse', 'pkg-resources', 'AllProducts', 'pipdeptree', 'CoreFeatures', 'MiniSAT-umo']",0.5012266635894775,6,1,True
14,62,69,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['DepMng', 'Metamodels', 'UVL', 'Lingeling', 'FeatureIDE', 'pydepqbf', 'DecisionModel', 'SimpleParse', 'pycryptosat', 'Lingeling-satispy', 'CoreFeatures', 'pkg-resources', 'ValidModel', 'pybind11', 'Glucose-python-sat', 'DeadFeatures', 'PicoSAT-pycosat', 'setuptools', 'wheel', 'AAFMFramework', 'Lingeling-pylgl', 'Interoperability', 'PicoSAT-pyPicosat', 'AutomatedReasoning', 'satyrn', 'AllProducts', 'System', 'Solvers', 'pipdeptree', 'lark-parser', 'pyPicosat', 'PicoSAT', 'MiniSAT-satispy', 'satispy', 'six', 'umo', 'python-sat', 'ParserTechnology', 'CNFModel', 'ValidProduct', 'Glucose-pyglucose', 'SPLOT', 'pyglucose', 'APISolvers', 'Lingeling-python-sat', 'Win', 'ebnf', 'pylgl', 'Glucose', 'Utils', 'ValidConfiguration', 'ErrorDiagnosis', 'pycosat', 'MiniSAT', 'FeatureModel', 'Packages', 'Operations', 'MiniSAT-python-sat', 'pip', 'antlr4-python3-runtime', 'ErrorDetection', 'MiniSAT-umo']",0.5846529006958008,-1,1,False
15,62,72,124,122,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['PicoSAT-pycosat', 'ebnf', 'pycosat', 'MiniSAT', 'ValidModel', 'wheel', 'CoreFeatures', 'Lingeling-satispy', 'DepMng', 'pip', 'DecisionModel', 'UVL', 'ErrorDetection', 'Interoperability', 'pyglucose', 'System', 'ValidProduct', 'SimpleParse', 'pylgl', 'setuptools', 'Operations', 'Glucose-pyglucose', 'Lingeling-pylgl', 'PicoSAT', 'pyPicosat', 'Solvers', 'AAFMFramework', 'MiniSAT-umo', 'Utils', 'ParserTechnology', 'pipdeptree', 'python-sat', 'FeatureIDE', 'Glucose', 'pydepqbf', 'antlr4-python3-runtime', 'APISolvers', 'pybind11', 'six', 'MiniSAT-satispy', 'umo', 'Glucose-python-sat', 'SPLOT', 'Lingeling', 'MiniSAT-python-sat', 'FeatureModel', 'lark-parser', 'pkg-resources', 'PicoSAT-pyPicosat', 'DeadFeatures', 'satyrn', 'AutomatedReasoning', 'ValidConfiguration', 'ErrorDiagnosis', 'satispy', 'Metamodels', 'AllProducts', 'pycryptosat', 'Lingeling-python-sat', 'Packages', 'Win', 'CNFModel']",0.5903127193450928,-1,1,False
16,60,75,120,118,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",60,"['Lingeling', 'APISolvers', 'pyPicosat', 'satispy', 'DepMng', 'DeadFeatures', 'AAFMFramework', 'Solvers', 'ParserTechnology', 'Lingeling-python-sat', 'python-sat', 'DecisionModel', 'pycosat', 'Utils', 'ebnf', 'FeatureIDE', 'umo', 'MiniSAT-satispy', 'pycryptosat', 'Glucose-pyglucose', 'six', 'System', 'pylgl', 'Linux', 'ErrorDetection', 'Glucose-python-sat', 'UVL', 'ErrorDiagnosis', 'lark-parser', 'ValidProduct', 'AutomatedReasoning', 'pipdeptree', 'antlr4-python3-runtime', 'MiniSAT-python-sat', 'pkg-resources', 'CoreFeatures', 'pydepqbf', 'Operations', 'Packages', 'SimpleParse', 'PicoSAT-pyPicosat', 'pyglucose', 'PicoSAT-pycosat', 'MiniSAT-umo', 'Glucose', 'setuptools', 'ValidConfiguration', 'satyrn', 'MiniSAT', 'pybind11', 'wheel', 'Interoperability', 'PicoSAT', 'AllProducts', 'FeatureModel', 'Metamodels', 'CNFModel', 'SPLOT', 'pip', 'ValidModel']",0.5917723178863525,6,1,True
17,4,5,8,7,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",4,"['AAFMFramework', 'System', 'Metamodels', 'Win']",0.035299062728881836,-1,1,True
18,47,63,94,95,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",47,"['pipdeptree', 'Solvers', 'PicoSAT-pyPicosat', 'ebnf', 'PicoSAT', 'DecisionModel', 'Operations', 'MiniSAT-python-sat', 'Glucose-python-sat', 'Glucose-pyglucose', 'umo', 'lark-parser', 'FeatureModel', 'setuptools', 'MiniSAT', 'ParserTechnology', 'pyPicosat', 'python-sat', 'APISolvers', 'Linux', 'UVL', 'pybind11', 'SPLOT', 'Glucose', 'pip', 'wheel', 'pyglucose', 'System', 'Interoperability', 'DeadFeatures', 'pkg-resources', 'ValidProduct', 'Metamodels', 'MiniSAT-satispy', 'MiniSAT-umo', 'pydepqbf', 'AutomatedReasoning', 'satispy', 'AllProducts', 'CNFModel', 'DepMng', 'Packages', 'six', 'FeatureIDE', 'antlr4-python3-runtime', 'Utils', 'AAFMFramework']",0.5111358165740967,32,1,True
19,61,81,122,120,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",61,"['pycosat', 'DecisionModel', 'Packages', 'DepMng', 'FeatureIDE', 'PicoSAT-pycosat', 'ValidProduct', 'Lingeling-satispy', 'pipdeptree', 'FeatureModel', 'Glucose', 'wheel', 'pylgl', 'ErrorDiagnosis', 'MiniSAT-umo', 'Linux', 'Lingeling', 'Glucose-python-sat', 'Glucose-pyglucose', 'pkg-resources', 'pybind11', 'satispy', 'MiniSAT-satispy', 'CoreFeatures', 'ValidModel', 'Solvers', 'six', 'umo', 'lark-parser', 'MiniSAT-python-sat', 'Utils', 'CNFModel', 'System', 'ErrorDetection', 'Lingeling-python-sat', 'ParserTechnology', 'python-sat', 'DeadFeatures', 'APISolvers', 'AllProducts', 'PicoSAT', 'PicoSAT-pyPicosat', 'UVL', 'pydepqbf', 'Lingeling-pylgl', 'pycryptosat', 'setuptools', 'pip', 'AutomatedReasoning', 'SimpleParse', 'MiniSAT', 'pyglucose', 'Metamodels', 'Interoperability', 'antlr4-python3-runtime', 'Operations', 'AAFMFramework', 'ebnf', 'SPLOT', 'pyPicosat', 'satyrn']",0.5249247550964355,4,1,True
20,62,68,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['Solvers', 'AutomatedReasoning', 'MiniSAT-python-sat', 'CoreFeatures', 'satyrn', 'Interoperability', 'APISolvers', 'pip', 'pybind11', 'ParserTechnology', 'PicoSAT', 'Lingeling-satispy', 'ValidConfiguration', 'python-sat', 'satispy', 'ValidProduct', 'Operations', 'lark-parser', 'Glucose-pyglucose', 'UVL', 'FeatureIDE', 'SimpleParse', 'AAFMFramework', 'MiniSAT', 'Glucose', 'CNFModel', 'Lingeling', 'Packages', 'DeadFeatures', 'MiniSAT-umo', 'pipdeptree', 'Metamodels', 'FeatureModel', 'DecisionModel', 'six', 'pyglucose', 'DepMng', 'Lingeling-python-sat', 'pylgl', 'umo', 'pydepqbf', 'ValidModel', 'pycosat', 'wheel', 'pycryptosat', 'MiniSAT-satispy', 'Utils', 'ErrorDiagnosis', 'ErrorDetection', 'SPLOT', 'setuptools', 'Lingeling-pylgl', 'ebnf', 'pkg-resources', 'pyPicosat', 'Glucose-python-sat', 'AllProducts', 'PicoSAT-pycosat', 'System', 'antlr4-python3-runtime', 'Win', 'PicoSAT-pyPicosat']",0.5890636444091797,-1,1,False
21,62,69,124,120,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['Packages', 'satispy', 'Operations', 'PicoSAT-pycosat', 'MiniSAT-satispy', 'CNFModel', 'Metamodels', 'AAFMFramework', 'Lingeling-python-sat', 'FeatureIDE', 'UVL', 'ParserTechnology', 'Utils', 'Glucose-pyglucose', 'ValidModel', 'CoreFeatures', 'SPLOT', 'pycryptosat', 'antlr4-python3-runtime', 'pyPicosat', 'MiniSAT', 'PicoSAT', 'FeatureModel', 'Solvers', 'Lingeling', 'ValidProduct', 'System', 'PicoSAT-pyPicosat', 'lark-parser', 'pkg-resources', 'DepMng', 'DecisionModel', 'Win', 'pycosat', 'umo', 'wheel', 'ErrorDiagnosis', 'APISolvers', 'setuptools', 'SimpleParse', 'Glucose', 'ebnf', 'MiniSAT-python-sat', 'pybind11', 'six', 'pipdeptree', 'Interoperability', 'DeadFeatures', 'Lingeling-pylgl', 'pydepqbf', 'python-sat', 'Glucose-python-sat', 'ErrorDetection', 'satyrn', 'AutomatedReasoning', 'MiniSAT-umo', 'pyglucose', 'ValidConfiguration', 'AllProducts', 'Lingeling-satispy', 'pylgl', 'pip']",0.5636792182922363,-1,1,False
22,28,38,56,57,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",28,"['APISolvers', 'FeatureModel', 'CNFModel', 'setuptools', 'SimpleParse', 'FeatureIDE', 'Linux', 'pipdeptree', 'lark-parser', 'AAFMFramework', 'six', 'pip', 'antlr4-python3-runtime', 'UVL', 'satispy', 'satyrn', 'DepMng', 'SPLOT', 'ebnf', 'Interoperability', 'Metamodels', 'System', 'Packages', 'pkg-resources', 'pybind11', 'DecisionModel', 'ParserTechnology', 'Utils']",0.3064451217651367,35,1,True
23,60,80,120,120,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",60,"['lark-parser', 'ValidProduct', 'Glucose-pyglucose', 'FeatureIDE', 'PicoSAT-pycosat', 'AllProducts', 'python-sat', 'pyglucose', 'ValidConfiguration', 'Utils', 'ErrorDetection', 'Lingeling-pylgl', 'Lingeling', 'UVL', 'satispy', 'APISolvers', 'AAFMFramework', 'AutomatedReasoning', 'ErrorDiagnosis', 'pybind11', 'Lingeling-python-sat', 'Metamodels', 'ebnf', 'pylgl', 'pycosat', 'DepMng', 'Interoperability', 'satyrn', 'Glucose-python-sat', 'ValidModel', 'CNFModel', 'setuptools', 'six', 'PicoSAT', 'MiniSAT-umo', 'FeatureModel', 'Packages', 'DeadFeatures', 'umo', 'MiniSAT-python-sat', 'MiniSAT', 'wheel', 'Lingeling-satispy', 'pipdeptree', 'Glucose', 'ParserTechnology', 'SPLOT', 'MiniSAT-satispy', 'PicoSAT-pyPicosat', 'pkg-resources', 'Solvers', 'CoreFeatures', 'Operations', 'SimpleParse', 'DecisionModel', 'antlr4-python3-runtime', 'Linux', 'pip', 'System', 'pyPicosat']",0.5780348777770996,6,1,True
24,6,7,12,11,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",6,"['Win', 'AAFMFramework', 'Metamodels', 'SPLOT', 'Interoperability', 'System']",0.08315157890319824,-1,1,True
25,62,70,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['Glucose-pyglucose', 'FeatureModel', 'pyPicosat', 'six', 'Metamodels', 'pylgl', 'Lingeling-python-sat', 'satispy', 'pkg-resources', 'MiniSAT-python-sat', 'CNFModel', 'AutomatedReasoning', 'Packages', 'ErrorDetection', 'lark-parser', 'MiniSAT', 'pyglucose', 'AllProducts', 'satyrn', 'PicoSAT-pyPicosat', 'SPLOT', 'PicoSAT', 'DepMng', 'ebnf', 'APISolvers', 'ParserTechnology', 'ValidModel', 'pipdeptree', 'PicoSAT-pycosat', 'pycosat', 'UVL', 'Win', 'DeadFeatures', 'pydepqbf', 'Lingeling-satispy', 'setuptools', 'Utils', 'Glucose-python-sat', 'Solvers', 'Lingeling', 'ErrorDiagnosis', 'DecisionModel', 'SimpleParse', 'pybind11', 'CoreFeatures', 'Interoperability', 'wheel', 'FeatureIDE', 'umo', 'pip', 'MiniSAT-satispy', 'ValidProduct', 'Operations', 'Lingeling-pylgl', 'antlr4-python3-runtime', 'AAFMFramework', 'ValidConfiguration', 'System', 'Glucose', 'pycryptosat', 'MiniSAT-umo', 'python-sat']",0.5855095386505127,-1,1,False
26,62,67,124,123,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['python-sat', 'AllProducts', 'MiniSAT-umo', 'Packages', 'Lingeling-python-sat', 'ValidModel', 'DecisionModel', 'PicoSAT-pycosat', 'CoreFeatures', 'Interoperability', 'six', 'pylgl', 'ErrorDiagnosis', 'AutomatedReasoning', 'Metamodels', 'FeatureIDE', 'Lingeling-satispy', 'lark-parser', 'setuptools', 'ebnf', 'FeatureModel', 'pyglucose', 'ValidProduct', 'Glucose-pyglucose', 'Lingeling-pylgl', 'PicoSAT-pyPicosat', 'pipdeptree', 'APISolvers', 'Operations', 'UVL', 'AAFMFramework', 'satispy', 'MiniSAT-satispy', 'MiniSAT-python-sat', 'DeadFeatures', 'System', 'Utils', 'ErrorDetection', 'pydepqbf', 'ValidConfiguration', 'pycryptosat', 'Win', 'pyPicosat', 'pkg-resources', 'Lingeling', 'wheel', 'Glucose-python-sat', 'ParserTechnology', 'MiniSAT', 'umo', 'antlr4-python3-runtime', 'satyrn', 'PicoSAT', 'pycosat', 'pip', 'SimpleParse', 'SPLOT', 'Solvers', 'DepMng', 'Glucose', 'CNFModel', 'pybind11']",0.5653243064880371,-1,1,False
27,62,76,124,122,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",62,"['ErrorDetection', 'antlr4-python3-runtime', 'ValidConfiguration', 'MiniSAT-python-sat', 'python-sat', 'pycryptosat', 'pyglucose', 'satispy', 'pip', 'PicoSAT', 'ErrorDiagnosis', 'ValidModel', 'Packages', 'FeatureModel', 'CNFModel', 'MiniSAT-umo', 'Lingeling-python-sat', 'Metamodels', 'pylgl', 'AllProducts', 'Linux', 'AutomatedReasoning', 'DecisionModel', 'ebnf', 'Lingeling', 'setuptools', 'FeatureIDE', 'six', 'MiniSAT-satispy', 'MiniSAT', 'Operations', 'lark-parser', 'Utils', 'APISolvers', 'SPLOT', 'Lingeling-pylgl', 'pkg-resources', 'AAFMFramework', 'DepMng', 'System', 'PicoSAT-pycosat', 'UVL', 'ValidProduct', 'pydepqbf', 'SimpleParse', 'pybind11', 'wheel', 'PicoSAT-pyPicosat', 'ParserTechnology', 'Lingeling-satispy', 'Glucose-python-sat', 'umo', 'pipdeptree', 'pycosat', 'pyPicosat', 'Solvers', 'CoreFeatures', 'Interoperability', 'DeadFeatures', 'Glucose-pyglucose', 'satyrn', 'Glucose']",0.5368781089782715,2,1,True
28,58,72,116,115,"UCT MCTS Rnd Exp (sc:iters=1, ew=0.5)",58,"['setuptools', 'AAFMFramework', 'PicoSAT-pycosat', 'antlr4-python3-runtime', 'Interoperability', 'AutomatedReasoning', 'satyrn', 'wheel', 'UVL', 'DepMng', 'ErrorDetection', 'Lingeling', 'ValidProduct', 'pyglucose', 'MiniSAT-satispy', 'umo', 'pybind11', 'MiniSAT-python-sat', 'Solvers', 'pycryptosat', 'pyPicosat', 'satispy', 'pycosat', 'PicoSAT', 'APISolvers', 'ParserTechnology', 'ErrorDiagnosis', 'pylgl', 'FeatureModel', 'Lingeling-python-sat', 'lark-parser', 'python-sat', 'SimpleParse', 'Lingeling-pylgl', 'CNFModel', 'Glucose-python-sat', 'pipdeptree', 'Utils', 'MiniSAT', 'ebnf', 'Linux', 'DecisionModel', 'System', 'pkg-resources', 'AllProducts', 'FeatureIDE', 'Glucose', 'six', 'Operations', 'Lingeling-satispy', 'SPLOT', 'Glucose-pyglucose', 'Metamodels', 'MiniSAT-umo', 'Packages', 'PicoSAT-pyPicosat', 'pydepqbf', 'pip']",0.5507144927978516,10,1,True
